"Vin","Stock","Type","Year","Make","Model","Trim","Ext Color","Status","Price","Body Style","Fuel Type","MSRP","Date In Stock","Street Address","Locality","Postal Code","Region","Country","Location","Vechile URL"
"3C4PDCGB3JT490806","P6321-1","Used","2018","Dodge","Journey","Crossroad","Bruiser Gray Clearcoat","In-stock","9995","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Dodge-Journey-Crossroad-SAINT_PETERS-MO/5996001190"
"1G1BF5SM1H7147962","27088-1","Used","2017","Chevrolet","Cruze","Premier","Tungsten Metallic","In-stock","11990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2017-Chevrolet-Cruze-Premier-SAINT_PETERS-MO/5994499830"
"3C4NJDBB3NT152163","27521-1","Used","2022","Jeep","Compass","Latitude","N/A","In-stock","19990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Jeep-Compass-Latitude-SAINT_PETERS-MO/5995359710"
"3GTP9EEL7LG187113","53208-1","Used","2020","GMC","Sierra 1500","AT4","Onyx Black","In-stock","37990","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-GMC-Sierra_1500-AT4-SAINT_PETERS-MO/5991359930"
"3GTU2WEC3FG338109","53261-1","Used","2015","GMC","Sierra 1500","Denali","White Diamond Tricoat","In-stock","25990","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2015-GMC-Sierra_1500-Denali-SAINT_PETERS-MO/5991360010"
"5GAKRCED6CJ176403","P6435-1","Used","2012","Buick","Enclave","Leather","Carbon Black Metallic","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2012-Buick-Enclave-Leather-SAINT_PETERS-MO/5990707700"
"KNDJ23AUXM7784153","P6558","Used","2021","Kia","Soul","S","N/A","In-stock","15990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Kia-Soul-S-SAINT_PETERS-MO/5990083710"
"5XXG64J22RG252090","P6548-1","Used","2024","Kia","K5","GT-Line","N/A","In-stock","27990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Kia-K5-GT_Line-SAINT_PETERS-MO/5990696910"
"3VVNB7AX4RM117628","53210-1","Used","2024","Volkswagen","Tiguan","SE","N/A","In-stock","27990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Volkswagen-Tiguan-SE-SAINT_PETERS-MO/5990696920"
"LRBFZRR49ND072694","P6553","Used","2022","Buick","Envision","Avenir","Rich Garnet Metallic","In-stock","28500","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Buick-Envision-Avenir-SAINT_PETERS-MO/5990083720"
"5GAERDKW9LJ281557","P6551","Used","2020","Buick","Enclave","Avenir","Ebony Twilight Metallic","In-stock","33995","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Buick-Enclave-Avenir-SAINT_PETERS-MO/5990083560"
"1FMJU1HT1MEA39097","P6556","Used","2021","Ford","Expedition","XLT","Gray","In-stock","40888","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Ford-Expedition-XLT-SAINT_PETERS-MO/5990087630"
"5GAERDKW5PJ196026","P6554","Used","2023","Buick","Enclave","Avenir","Rich Garnet Metallic","In-stock","44888","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Buick-Enclave-Avenir-SAINT_PETERS-MO/5990083540"
"1GCNKSE01BZ438044","53263-1","Used","2011","Chevrolet","Silverado 1500","LT","Steel Green Metallic","In-stock","","TRUCK","Flexible Fuel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2011-Chevrolet-Silverado_1500-LT-SAINT_PETERS-MO/5991364440"
"1GNSKJE74DR110086","P6479-3","Used","2013","Chevrolet","Suburban","LT","Silver Ice Metallic","In-stock","","SUV","Flexible Fuel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2013-Chevrolet-Suburban-LT-SAINT_PETERS-MO/5990696860"
"1C4RJFAGXJC128703","P6479-1","Used","2018","Jeep","Grand Cherokee","Laredo E","N/A","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Jeep-Grand_Cherokee-Laredo_E-SAINT_PETERS-MO/5990703280"
"W04GL6SX7L1015509","P6547-1","Used","2020","Buick","Regal Sportback","Preferred","Ebony Twilight Metallic","In-stock","18990","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Buick-Regal_Sportback-Preferred-SAINT_PETERS-MO/5994495750"
"1FADP3F27JL211158","27504-1","Used","2018","Ford","Focus","SE","Lightning Blue Metallic","In-stock","","CAR","Flexible Fuel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Ford-Focus-SE-SAINT_PETERS-MO/5995356890"
"KL7CJPSB9LB038902","27176-2","Used","2020","Chevrolet","Trax","LT","Summit White","In-stock","16990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Chevrolet-Trax-LT-SAINT_PETERS-MO/5995812880"
"3GTU9DED5LG121584","52850-1","Used","2020","GMC","Sierra 1500","SLT","Summit White","In-stock","30888","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-GMC-Sierra_1500-SLT-SAINT_PETERS-MO/5995356860"
"5NPDH4AEXDH377469","27241-1","Used","2013","Hyundai","Elantra","Limited","Black","In-stock","","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2013-Hyundai-Elantra-Limited-SAINT_PETERS-MO/5994497320"
"2GKFLRE37F6284899","P6488-1","Used","2015","GMC","Terrain","SLE","Iridium Metallic","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2015-GMC-Terrain-SLE-SAINT_PETERS-MO/5997371710"
"1GNSKJKCXGR301162","53052-1","Used","2016","Chevrolet","Suburban","LTZ","Black","In-stock","23888","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2016-Chevrolet-Suburban-LTZ-SAINT_PETERS-MO/5995359730"
"2G61P5S39D9200653","P6440-1","Used","2013","Cadillac","XTS","Luxury","White Diamond Tricoat","In-stock","","CAR","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2013-Cadillac-XTS-Luxury-SAINT_PETERS-MO/5997414350"
"1GCUYEED7LZ177860","P6476-1","Used","2020","Chevrolet","Silverado 1500","RST All Star Edition","Black","In-stock","","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Chevrolet-Silverado_1500-RST-SAINT_PETERS-MO/5997399220"
"1C3CCCBG5FN625851","53195-1","Used","2015","Chrysler","200","S","N/A","In-stock","","CAR","Flexible Fuel","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2015-Chrysler-200-S-SAINT_PETERS-MO/5998069320"
"3GNAXKEV0KS509816","53276-1","Used","2019","Chevrolet","Equinox","LT","Nightfall Gray Metallic","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-Chevrolet-Equinox-LT-SAINT_PETERS-MO/5998075610"
"1GCRYEED1LZ339763","P6538-1","Used","2020","Chevrolet","Silverado 1500","RST All Star Edition","Silver Ice Metallic","In-stock","","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2020-Chevrolet-Silverado_1500-RST-SAINT_PETERS-MO/5997381040"
"5LMJJ2LT3MEL18408","53257-1","Used","2021","Lincoln","Navigator","Reserve","N/A","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2021-Lincoln-Navigator-Reserve-SAINT_PETERS-MO/5997869790"
"KL4MMBS22PB089210","P6561","Used","2023","Buick","Encore GX","Preferred","Ebony Twilight Metallic","In-stock","21990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Buick-Encore_GX-Preferred-SAINT_PETERS-MO/5996001450"
"KL47LAE24RB018244","P6559","Used","2024","Buick","Envista","Preferred","Copper Ice Metallic","In-stock","23990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Buick-Envista-Preferred-SAINT_PETERS-MO/5996001300"
"1C6RR6LG4NS192700","P6563","Used","2022","Ram","1500 Classic","SLT","Billet Silver Metallic Clearcoat","In-stock","26990","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Ram-1500_Classic-SLT-SAINT_PETERS-MO/5996001180"
"4S4BTADC2R3300639","P6564","Used","2024","Subaru","Outback","Premium","N/A","In-stock","30990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Subaru-Outback-Premium-SAINT_PETERS-MO/5996001270"
"LRBFZSR48PD065780","P6560","Used","2023","Buick","Envision","Avenir","Moonstone Gray Metallic","In-stock","31990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Buick-Envision-Avenir-SAINT_PETERS-MO/5996001170"
"JF2SKALC0RH513988","P6565","Used","2024","Subaru","Forester","Limited","N/A","In-stock","33990","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Subaru-Forester-Limited-SAINT_PETERS-MO/5996003050"
"5TDXZ3DC7KS969241","P6562","Used","2019","Toyota","Sienna","SE","N/A","In-stock","34990","VAN","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2019-Toyota-Sienna-SE-SAINT_PETERS-MO/5996003140"
"5FNRL6H71NB020236","P6568","Used","2022","Honda","Odyssey","EX-L","N/A","In-stock","35990","VAN","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2022-Honda-Odyssey-EX_L-SAINT_PETERS-MO/5996001440"
"WA1EAAFY0R2019102","P6569","Used","2024","Audi","Q5","S line Premium Plus","N/A","In-stock","37990","SUV","Hybrid","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Audi-Q5-S_line_Premium_Plus-SAINT_PETERS-MO/5996001280"
"1GCPDKEK1PZ183536","P6567","Used","2023","Chevrolet","Silverado 1500","LT (2FL)","Red Hot","In-stock","40990","TRUCK","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Chevrolet-Silverado_1500-LT_%282FL%29-SAINT_PETERS-MO/5996003130"
"3GCUKRER2JG261781","53265-1","Used","2018","Chevrolet","Silverado 1500","LT All Star Edition","Silver Ice Metallic","In-stock","","TRUCK","Hybrid","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2018-Chevrolet-Silverado_1500-LT-SAINT_PETERS-MO/5998072080"
"7MMVABEM4PN134307","P6571","Used","2023","Mazda","CX-50","2.5 S Premium Plus Package","N/A","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2023-Mazda-CX_50-2.5_S_Premium_Plus_Package-SAINT_PETERS-MO/5996003070"
"4S4BTADC5R3301106","P6570","Used","2024","Subaru","Outback","Premium","N/A","In-stock","","SUV","Gas","","","4200 N SERVICE RD","SAINT PETERS","63376","MO","US","Suntrup Buick GMC","https://www.suntrupbuickgmc.com/VehicleDetails/used-2024-Subaru-Outback-Premium-SAINT_PETERS-MO/5997414530"
